user,id,created_at,text
smi1info,867547276574691329,2017-05-25 01:06:03,https://smi1.info/zhivotnye/9183-svr-vernulsya-k-stoku-vyzhila-li-kraska-posle-offrouda.html … SVR вернулся к стоку. Выжила ли краска после оффроуда ? #news #новости #видео #smi1 #СМИ1pic.twitter.com/204cVeJ6RJ
AlekseyV1983,867547300071182341,2017-05-25 01:06:09,"#поиск #пропал #помогитенайти #репост #регистратор #камер #фото #видео #россия #спб
https://vk.com/wall773768_800 
https://vk.com/club121435340 pic.twitter.com/jUomANGwrN"
smi1info,867548028575641600,2017-05-25 01:09:02,https://smi1.info/filmy/9103-vne-sebya-2015-russkiy-treyler.html … Вне себя (2015) | Русский Трейлер #news #новости #видео #smi1 #СМИ1pic.twitter.com/3jGjd02w2A
actionScript3,867548650712563712,2017-05-25 01:11:31,#Chesnokov We Praise Thee https://youtu.be/ntT2VemnVV8  #MusicVideo #Музыка #Видео #Classicalpic.twitter.com/XF2wWZFj0w
smi1info,867548785500729347,2017-05-25 01:12:03,https://smi1.info/filmy/9102-pravdivaya-istoriya-2015-russkiy-treyler.html … Правдивая история (2015) | Русский Трейлер #news #новости #видео #smi1 #СМИ1pic.twitter.com/AEgaI78yeY
USEmbHell,867548860054458369,2017-05-25 01:12:21,"Радикалы попытались сорвать акции «Бессмертный полк» сразу в нескольких украинских городах

#видео #политикаhttps://www.youtube.com/watch?v=TD7m0YRD3kA …"
smi1info,867549537287761920,2017-05-25 01:15:02,https://smi1.info/filmy/9101-geograf-globus-propil-russkiy-treyler.html … Географ глобус пропил - Русский трейлер #news #новости #видео #smi1 #СМИ1pic.twitter.com/rwyZ4biRh5
actionScript3,867549651699990528,2017-05-25 01:15:29,#DogandBeth on the Hunt TV Theme Song by RIP @BillZucker http://youtu.be/hHhRjxbjwiI  #MusicVideo #Музыка #Видео #TeamZucker
smi1info,867550293503987712,2017-05-25 01:18:02,https://smi1.info/filmy/9100-drama-seychas-samoe-vremya-smotret-russkiy-treyler.html … Драма &quot;Сейчас самое время&quot; Смотреть русский трейлер #news #новости #видео #smi1 #СМИ1pic.twitter.com/Ez54QDERPj
actionScript3,867550412307668992,2017-05-25 01:18:31,#KingCrimson - 21st Century Schizoid Man - Hyde Park 1969 http://youtu.be/n56rtgtpwKA  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/Pa9mXQEQM6
smi1info,867551050181611520,2017-05-25 01:21:03,https://smi1.info/filmy/9098-mat-1-seriya-the-mother-film-1.html … Мать 1 серия / The Mother film 1 #news #новости #видео #smi1 #СМИ1pic.twitter.com/ZGhMnvhKFS
smi1info,867551802438430721,2017-05-25 01:24:02,"https://smi1.info/kinozal/9097-ulybnis-kogda-plachut-zvezdy-fil-m-starmedia-melodrama.html … Улыбнись, Когда Плачут Звезды. Фильм. StarMedia. Мелодрама #news #новости #видео #smi1 #СМИ1pic.twitter.com/YtVaLfTkV8"
actionScript3,867552173852422144,2017-05-25 01:25:31,#RichieHavens - Freedom http://youtu.be/VlLNG2EgjaA  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/Xxavz0rzBD
smi1info,867552559376019456,2017-05-25 01:27:03,https://smi1.info/kinozal/9096-pravo-na-nadezhdu-fil-m-starmedia-melodrama.html … Право на Надежду. Фильм. StarMedia. Мелодрама #news #новости #видео #smi1 #СМИ1pic.twitter.com/KDYLRVTX76
smi1info,867553314292064256,2017-05-25 01:30:03,https://smi1.info/razvlecheniya/9095-ukraina-mae-talant-4-gala-koncert-podborka-deti.html … Украина мае талант 4 / Гала-концерт / Подборка &quot;Дети&quot; #news #новости #видео #smi1 #СМИ1pic.twitter.com/pFDhq9hNSP
actionScript3,867553935237754880,2017-05-25 01:32:31,#Aerosmith - Crazy http://youtu.be/NMNgbISmF4I  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/OqxMUB4VR7
smi1info,867554067312250880,2017-05-25 01:33:02,https://smi1.info/razvlecheniya/9094-ukraina-mae-talant-2-har-kov-aleksandr-ostrovskiy.html … Украина мае талант 2 / Харьков / Александр Островский #news #новости #видео #smi1 #СМИ1pic.twitter.com/2AV24XS7gf
smi1info,867554823612370944,2017-05-25 01:36:02,https://smi1.info/novosti-i-politika/9093-skandal-na-stb-v-pryamom-efire-shou-ukraina-mae-talant-3.html … Скандал на СТБ в прямом эфире шоу Украина мае талант 3 #news #новости #видео #smi1 #СМИ1pic.twitter.com/FEA0cCFN5c
smi1info,867555579610451968,2017-05-25 01:39:03,https://smi1.info/razvlecheniya/9092-ukraina-mae-talant-3-odessa-vasiliy-koval.html … Украина мае талант 3 / Одесса / Василий Коваль #news #новости #видео #smi1 #СМИ1pic.twitter.com/uCbTftydvp
actionScript3,867555696807747584,2017-05-25 01:39:31,#TheWho My Generation / I Can See For Miles http://www.dailymotion.com/video/x2zfdpn  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/0KrMaTkU5D
USEmbHell,867555953423548416,2017-05-25 01:40:32,"Отец грузинского монашества: 20 мая - память преподобного Шио Мгвимского

#видео #политика #экономикаhttps://www.youtube.com/watch?v=O2_X8UzN254 …"
smi1info,867556333016502273,2017-05-25 01:42:02,https://smi1.info/razvlecheniya/8940-srok-godnosti-iphone-vy-tochno-ne-znali-srok-godnosti-etih-veschey-bis.html … СРОК ГОДНОСТИ IPHONE! ВЫ ТОЧНО НЕ ЗНАЛИ СРОК ГОДНОСТИ ЭТИХ ВЕЩЕЙ! (БиС) #news #новости #видео #smi1 #СМИ1pic.twitter.com/tEHbnja7Hi
smi1info,867557089924853760,2017-05-25 01:45:03,https://smi1.info/novosti-i-politika/8939-kirilla-serebrennikova-uvozyat-na-dopros-v-sk.html … Кирилла Серебренникова увозят на допрос в СК #news #новости #видео #smi1 #СМИ1pic.twitter.com/HpGLhYigxN
actionScript3,867557201191292928,2017-05-25 01:45:29,... Piece of Peace (Official Music Video) @MarlaMase & The @TomasDoncker Band https://youtu.be/nF8JxjTXizc  #MusicVideo #Музыка #Видео
actionScript3,867557458415321089,2017-05-25 01:46:31,#JoeWalsh #JamesGang Turn To Stone http://youtu.be/UC9sRIsvjXI  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/po95kEtbw5
smi1info,867558598804733952,2017-05-25 01:51:03,https://smi1.info/obshchestvo/8937-prorok-tom-dekard-ob-uzhasnoy-sud-be-ssha.html … Пророк Том Декард об ужасной судьбе США #news #новости #видео #smi1 #СМИ1pic.twitter.com/NAUpBjAKSR
retrinkru,867558696884346881,2017-05-25 01:51:26,10. Перебор слов и системы счисления. Часть 1.  / #Информатика #ЕГЭ #Задание10 #Видео / Больше видео по ссылке: .. https://vk.cc/6GkTi1 
actionScript3,867559220098596867,2017-05-25 01:53:31,"Заряжай, #Россия! http://youtu.be/S6IXWAYkY8o  #MusicVideo #Музыка #Видео #Oldies pic.twitter.com/nTPM6qLFTJ #SaveDonbassPeopleFromUKRArmy"
smi1info,867559350163918848,2017-05-25 01:54:02,https://smi1.info/muzyka/8936-loboda-tvoi-glaza-chast-5-virus.html … LOBODA — Твои глаза — Часть #5 [ВИРУС] #news #новости #видео #smi1 #СМИ1pic.twitter.com/I7Kyx6iq0s
actionScript3,867560981618192384,2017-05-25 02:00:31,#LovinSpoonful - Summer in the city http://www.dailymotion.com/video/x8a8it_the-lovin-spoonful-summer-in-the-ci_music … #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/8QxkiX76gz
retrinkru,867562238701436928,2017-05-25 02:05:30,10. Перебор слов и системы счисления. Часть 2.  / #Информатика #ЕГЭ #Задание10 #Видео / Больше видео по ссылке: .. https://vk.cc/6GkXlh 
smi1info,867562373560795136,2017-05-25 02:06:03,https://smi1.info/novosti-i-politika/9193-voda-v-reke-podnyalas-na-1-metr-potop-v-mineral-nyh-vodah-24-maya-2017.html … Вода в реке поднялась на 1 метр. Потоп в Минеральных Водах. 24 мая 2017 год #news #новости #видео #smi1 #СМИ1pic.twitter.com/Wl4v6fanBG
actionScript3,867562743116828672,2017-05-25 02:07:31,#DavidBowie - 1984 https://vimeo.com/64237646  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/WE1GsD6Ccm
USEmbHell,867562950244085760,2017-05-25 02:08:20,"Экипажи противолодочных вертолетов  выполнили бомбометание

#видео #политика #экономика #правительство #религияhttps://www.youtube.com/watch?v=EliGUmTKbW8 …"
smi1info,867563883883528192,2017-05-25 02:12:03,https://smi1.info/lyudi-i-blogi/9190-interesnye-novosti-105-17.html … Интересные новости № 105/ 17 #news #новости #видео #smi1 #СМИ1pic.twitter.com/yPrOJsgE30
actionScript3,867564504707719171,2017-05-25 02:14:31,#StrawberryAlarmClock - Incense & Peppermints http://www.dailymotion.com/video/xrl61_incense-and-peppermints_music … #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/Juh0uLUd1o
smi1info,867564636161413120,2017-05-25 02:15:02,https://smi1.info/novosti-i-politika/9189-navodnenie-na-kmv-24-05-2017.html … Наводнение на КМВ 24-05-2017 #news #новости #видео #smi1 #СМИ1pic.twitter.com/psjWKpCGNX
actionScript3,867564750971994112,2017-05-25 02:15:29,http://youtu.be/BIFlPz8BpDk  #MusicVideo #Музыка #Видео RIP @BillZucker @shannonleetweed @genesimmons #TeamZuckerpic.twitter.com/oa3mQsJIcX
smi1info,867566147293642753,2017-05-25 02:21:02,https://smi1.info/komp-yuternye-igry/9187-sssr-sekretnyy-aerodrom-total-tank-simulator-bitva-tankov.html … СССР СЕКРЕТНЫЙ АЭРОДРОМ - Total Tank Simulator БИТВА ТАНКОВ #news #новости #видео #smi1 #СМИ1pic.twitter.com/4iHLlNGWmF
actionScript3,867566266315403264,2017-05-25 02:21:31,мой ласковый и нежный зверь https://youtu.be/JYZboqST-p4  #MusicVideo #Музыка #Видео #Classicalpic.twitter.com/qeIH7fU51a
retrinkru,867566966973898752,2017-05-25 02:24:18,10. Перебор слов и системы счисления. Часть 3.  / #Информатика #ЕГЭ #Задание10 #Видео #ИнформатикаЕГЭ / Больше в..https://vk.cc/6Gl14C 
smi1info,867567657079406592,2017-05-25 02:27:02,https://smi1.info/puteshestviya/9185-navodnenie-v-mineral-nyh-vodah-24-05-2017-goda.html … Наводнение в Минеральных Водах 24.05.2017 года #news #новости #видео #smi1 #СМИ1pic.twitter.com/So7qn1Wpht
actionScript3,867568028040519682,2017-05-25 02:28:31,#Titov Glory - Only-Begotten Son https://youtu.be/XNYkgW2gFCg  #MusicVideo #Музыка #Видео #Classicalpic.twitter.com/IwA2BH0Z57
Nayan020,867568140301086720,2017-05-25 02:28:57,"https://youtu.be/eVmCkn_1EHQ 
#арт #набросок #эскиз #иллюстрация #видео #art #artwork #artist… https://www.instagram.com/p/BUf6LKcAKX9/ "
smi1info,867568414264610816,2017-05-25 02:30:03,https://smi1.info/komp-yuternye-igry/8933-lp-dyuzhinapriklyucheniy-84-baba-yaga.html … Lp. #ДюжинаПриключений #84 БАБА ЯГА! #news #новости #видео #smi1 #СМИ1pic.twitter.com/j1P5gSXnuK
smi1info,867569165732900864,2017-05-25 02:33:02,https://smi1.info/lyudi-i-blogi/8932-andrey-staryy-vlog-vantuzostrel.html … АНДРЕЙ СТАРЫЙ VLOG — ВАНТУЗОСТРЕЛ #news #новости #видео #smi1 #СМИ1pic.twitter.com/4aVwiy48fP
actionScript3,867569789505593348,2017-05-25 02:35:31,#Traffic Low Spark of High Heeled Boys http://www.nhaccuatui.com/playlist/the-low-spark-of-high-heeled-boys-traffic.YsJsMkfCcZsR.html?st=3 … #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/C0FIxwPyFQ
smi1info,867569923119296512,2017-05-25 02:36:02,https://smi1.info/komp-yuternye-igry/8931-operaciya-gus-gidra-v-cs-go.html … ОПЕРАЦИЯ ГУСЬ-ГИДРА В CS:GO #news #новости #видео #smi1 #СМИ1pic.twitter.com/yajlBRP2SX
USEmbHell,867570095811440640,2017-05-25 02:36:44,"Трамп: американские горки по-русски

#видео #политика #экономика #правительство #религия #россияhttps://www.youtube.com/watch?v=a2M74XNrD_I …"
smi1info,867570676038807553,2017-05-25 02:39:02,"https://smi1.info/zhivotnye/8928-kogda-veterinary-vskryli-zhivot-cherepahe-oni-ne-poverili-svoim-glazam.html … КОГДА ВЕТЕРИНАРЫ ВСКРЫЛИ ЖИВОТ ЧЕРЕПАХЕ, ОНИ НЕ ПОВЕРИЛИ СВОИМ ГЛАЗАМ #news #новости #видео #smi1 #СМИ1pic.twitter.com/TS3fK4Gm7q"
smi1info,867571433840553984,2017-05-25 02:42:03,https://smi1.info/lyudi-i-blogi/8927-ivleeva-izbila-afonyu-krasavicy-sosut-v-parke-strel-ba-na-naberezhnoy.html … ИВЛЕЕВА ИЗБИЛА АФОНЮ. Красавицы Сосут в Парке. Стрельба на набережной #news #новости #видео #smi1 #СМИ1pic.twitter.com/DORRCgtJI6
actionScript3,867571551268466688,2017-05-25 02:42:31,Light Up Or Leave Me Alone - #Traffic http://www.nhaccuatui.com/bai-hat/light-up-or-leave-me-alone-traffic.TpdfPBcMcN91.html … #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/PTQl25jdj3
actionScript3,867572300488552448,2017-05-25 02:45:29,. @MarlaMase - A Gun (Official Video) https://youtu.be/uhGa5TMauVM  #MusicVideo #Музыка #Видео
smi1info,867572941206278144,2017-05-25 02:48:02,https://smi1.info/lyudi-i-blogi/8925-sem-poleznyh-layfhakov-dlya-makdonal-ds-alex-boyko.html … Семь Полезных Лайфхаков для МакДональдс! Alex Boyko #news #новости #видео #smi1 #СМИ1pic.twitter.com/pVH7oyTlP3
actionScript3,867573312771280897,2017-05-25 02:49:31,Blowing In The Wind - #Dylan http://youtu.be/vWwgrjjIMXA  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/3AlO13G0Ql
retrinkru,867573641978032128,2017-05-25 02:50:49,11. Рекурсивные алгоритмы. Часть 1. / #Информатика #ЕГЭ #Задание11 #Видео #Рекурсия #Программирование #Информатик..https://vk.cc/6Gl6Sc 
smi1info,867573696797564928,2017-05-25 02:51:02,https://smi1.info/yumor/8924-tancy-na-stoyke-p-yanyy-futbol-i-gonki-turndazor-12.html … ТАНЦЫ НА СТОЙКЕ. ПЬЯНЫЙ ФУТБОЛ И ГОНКИ. Турндазор № 12 #news #новости #видео #smi1 #СМИ1pic.twitter.com/U7B4vAolFY
smi1info,867574453655531520,2017-05-25 02:54:03,https://smi1.info/lyudi-i-blogi/8922-spinner-sdelal-gryaznyy-prank-nad-parnem-otomstila-za-pranki-tehno-pra.html … СПИННЕР СДЕЛАЛ ГРЯЗНЫЙ ПРАНК НАД ПАРНЕМ / ОТОМСТИЛА ЗА ПРАНКИ! Техно Пранк #news #новости #видео #smi1 #СМИ1pic.twitter.com/xIxgntsAXJ
actionScript3,867575074215407618,2017-05-25 02:56:31,San Francisco - #ScottMcKenzie http://youtu.be/mJ_WG3d3GL8  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/BA97HgQ7K6
smi1info,867575206713462784,2017-05-25 02:57:02,https://smi1.info/lyudi-i-blogi/8921-dom-2-svezhie-novosti-24-maya-2017-efir-24-05-2017.html … ДОМ 2 СВЕЖИЕ НОВОСТИ 24 мая 2017 (Эфир 24.05.2017) #news #новости #видео #smi1 #СМИ1pic.twitter.com/vxacl5Q9IC
actionScript3,867576835848232960,2017-05-25 03:03:31,#Funkadelic - I Got A Thing -1970 http://youtu.be/HOoKgK09fCE  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/kUcY5wNFUf
USEmbHell,867577040324538369,2017-05-25 03:04:19,"Юрий Кара о проблемах финансирования отечественного кино

#видео #политика #экономика #правительство #религияhttps://www.youtube.com/watch?v=2AwZKe_nS88 …"
smi1info,867577473453654017,2017-05-25 03:06:03,https://smi1.info/novosti-i-politika/8918-live-panihida-po-aleksandru-volkovu.html … LIVE: панихида по Александру Волкову #news #новости #видео #smi1 #СМИ1pic.twitter.com/cHHUGKu62D
smi1info,867578226822066180,2017-05-25 03:09:02,https://smi1.info/lyudi-i-blogi/8917-vlog-hochu-takoy-chehol-23-05-17.html … VLOG: ХОЧУ ТАКОЙ ЧЕХОЛ! 23.05.17 #news #новости #видео #smi1 #СМИ1pic.twitter.com/wgqnZKkhMv
retrinkru,867578260338741248,2017-05-25 03:09:10,11. Рекурсивные алгоритмы. Часть 2. / #Информатика #ЕГЭ #Задание11 #Видео #Рекурсия #Программирование #Информатик.. https://vk.cc/6Gleaf 
actionScript3,867578597426573312,2017-05-25 03:10:31,#Parliaments - #Funkadelic LIVE Eddie Hazel 1969 https://youtu.be/TmmzbVM5BMw  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/KAgx79VYNT
smi1info,867578983289847809,2017-05-25 03:12:03,https://smi1.info/avto/8916-elektro-zhiguli-svoimi-rukami-zhigulesla-7ya-seriya-edem-v-gorod.html … Электро Жигули своими руками - Жигулесла 7я серия! Едем в город! #news #новости #видео #smi1 #СМИ1pic.twitter.com/RUAzjfyRqN
smi1info,867579736276553728,2017-05-25 03:15:02,https://smi1.info/lyudi-i-blogi/8915-vlog-video-zhara-draka-mops-vs-martynenko-haypozhory-chizhova.html … VLOG: Видео Жара | Драка Мопс vs Мартыненко | Хайпожоры | Чижова | #news #новости #видео #smi1 #СМИ1pic.twitter.com/ONyxvSjz0a
actionScript3,867579850340564992,2017-05-25 03:15:29,. @MarlaMase - Everyone Dies (Official Video) https://youtu.be/wQKS04nNCWo  #MusicVideo #Музыка #Видео
actionScript3,867580359055200256,2017-05-25 03:17:31,The #RollingStones - Honky Tonk Women 1969 #MusicVideo #Музыка #Видео #Oldies http://youtu.be/i_Mi0zfsq4o pic.twitter.com/9MxGIEYTOK
smi1info,867580493360967680,2017-05-25 03:18:03,https://smi1.info/filmy/8913-kit-stupid-show-neradivyy-uchenik.html … Кит Stupid Show - Нерадивый ученик #news #новости #видео #smi1 #СМИ1pic.twitter.com/fFrbOnDxrC
alex_evdokimoff,867580785838129152,2017-05-25 03:19:12,Как блоггеров приглашали бескультурье олицетворять http://dolboeb.livejournal.com/3148561.html?utm_source=twsharing&utm_medium=social … #блогосфера #видео #мединский #политика #молодость #лохотрон
smi1info,867581247542964224,2017-05-25 03:21:02,https://smi1.info/novosti-i-politika/8912-vecher-s-vladimirom-solov-evym-ch-1-hd-ot-23-05-17.html … Вечер с Владимиром Соловьевым ч.1 (HD) от 23.05.17 #news #новости #видео #smi1 #СМИ1pic.twitter.com/M101NqvsXY
smi1info,867582004677758976,2017-05-25 03:24:03,"https://smi1.info/filmy/8911-chelovek-pauk-vozvraschenie-domoy-russkiy-treyler-3-final-nyy-2017-mso.html … Человек-Паук: Возвращение домой - Русский Трейлер 3 (финальный, 2017) | MSOT #news #новости #видео #smi1 #СМИ1pic.twitter.com/NJtpDHW9QH"
actionScript3,867582120667041792,2017-05-25 03:24:31,The Flower Pot Men - Let's Go To San Francisco 1967 http://youtu.be/E_6zgvsxGAk  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/kRNvclMiQP
retrinkru,867582176660946948,2017-05-25 03:24:44,11. Рекурсивные алгоритмы. Часть 3. / #Информатика #ЕГЭ #Задание11 #Видео #Рекурсия #Программирование #Информатик..https://vk.cc/6Gliso 
www_Trend_Az,867582665108664320,2017-05-25 03:26:40,Manchester United выиграл Лигу Европы - #ВИДЕО http://bit.ly/2qlS7WW  #europeleague #europeleaguefinal #friendsarenapic.twitter.com/KRTm7s5nuR
smi1info,867583513272307713,2017-05-25 03:30:03,https://smi1.info/avto/8909-ne-vse-v-tule-pryanik.html … Не все в Туле пряник #news #новости #видео #smi1 #СМИ1pic.twitter.com/3XFHuEpBe0
actionScript3,867583882438344706,2017-05-25 03:31:31,#Aerosmith - Chip Away The Stone http://youtu.be/FpUMsK6h0-I  #MusicVideo #Музыка #Видео #Oldiespic.twitter.com/nbbv9oDKMC
USEmbHell,867584078501031936,2017-05-25 03:32:17,"Юлия Самойлова исполнила в Сочи гимн России перед гала-матчем Ночной хоккейной лиги

#видео #политика #экономикаhttps://www.youtube.com/watch?v=_VrIs3HIHjk …"
smi1info,867584266074501120,2017-05-25 03:33:02,https://smi1.info/yumor/8908-ot-pervogo-lica-tretiy-lishniy.html … От первого лица: Третий лишний #news #новости #видео #smi1 #СМИ1pic.twitter.com/tu8yTGvKTe
uavestnik,867585314235305987,2017-05-25 03:37:12,В Украине могут сменить правила начисления пособия по безработице: чего ждать https://goo.gl/fb/e9qKme  #видео #деньги
